type,capacity,thresh,sen-to-peers,state,windspeed_avg,windspeed,yearly_demand(MWh),invested,invest_year,subsidy at invest year,estimation_2019,estimation_2020,estimation_2021,estimation_2022,estimation_2023,estimation_2024,estimation_2025,estimation_2026,estimation_2027,estimation_2028,estimation_2029,estimation_2030,estimation_2031,estimation_2032,estimation_2033,estimation_2034,estimation_2035,estimation_2036,estimation_2037,estimation_2038,estimation_2039,estimation_2040,estimation_2041,estimation_2042,estimation_2043,estimation_2044,estimation_2045,estimation_2046,estimation_2047,estimation_2048,estimation_2049,estimation_2050
L,24.5,0.0416567497287208,1.0,Mecklenburg-Vorpommern,7.1,7.3601516187231635,213631.79642227496,True,2021,6.88,"(1.2175560853306908, 0.01569472351072826, False)","(1.8261701983157084, 0.023563324275732312, False)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)","(3.4321289174394822, 0.04493937260348295, True)"
F,17.5,0.06603591618025112,0.20002766514979348,Mecklenburg-Vorpommern,7.1,6.995005219216703,152594.140301625,True,2025,6.88,"(0.8696829180933456, 0.01569472351072817, False)","(1.3044072845112165, 0.02356332427573224, False)","(2.451520655313911, 0.04493937260348285, False)","(2.8010649896217146, 0.0513814765271013, False)","(3.1309255754591105, 0.05747287127835175, False)","(3.4460955096477095, 0.06330525853006598, False)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)","(3.750227174363522, 0.06894594899925605, True)"
T,38.5,0.1012464249150913,0.9468159769662089,Thüringen,6.4,6.882975891437881,335707.10866357497,True,2044,55.879999999999995,"(-20.434695818261794, -0.14165640062774468, False)","(-19.47830221214248, -0.13513971584140497, False)","(-18.338168150995802, -0.12757401327456647, False)","(-17.569170615518637, -0.12229290515507994, False)","(-16.843477326676364, -0.11731075410301131, False)","(-16.15010347146145, -0.1125512736553266, False)","(-15.481013809086656, -0.10795858124220245, False)","(-14.7700069249248, -0.1031140625466698, False)","(-14.06964728553675, -0.09833868102854335, False)","(-13.376182426659655, -0.09360588433900648, False)","(-12.686583513705182, -0.0888940381716137, False)","(-11.99835283699113, -0.08418509102867236, False)","(-11.063438965149535, -0.07762768842521811, False)","(-10.503299458540535, -0.07373914360669086, False)","(-8.171112575911568, -0.05739998897673658, False)","(-5.840272454154415, -0.04105207137382338, False)","(-3.5098300618652662, -0.024687275267153058, False)","(-1.1187649704319076, -0.007877882429913127, False)","(1.2765010452519288, 0.008999121879278238, False)","(3.67680205358565, 0.025952762321495057, False)","(6.0829268775579255, 0.042992009421468254, False)","(8.495631520310637, 0.0601258872528339, False)","(9.498553124949645, 0.06665063310140891, False)","(11.795232857170769, 0.08281312730588253, False)","(14.094088410519467, 0.09901202510842727, False)","(16.395502328032308, 0.11525162147229559, True)","(16.395502328032308, 0.11525162147229559, True)","(16.395502328032308, 0.11525162147229559, True)","(16.395502328032308, 0.11525162147229559, True)","(16.395502328032308, 0.11525162147229559, True)","(16.395502328032308, 0.11525162147229559, True)","(16.395502328032308, 0.11525162147229559, True)"
L,24.5,0.049785717508455146,1.0,Berlin,6.7,6.6482280793371515,213631.79642227496,True,2040,39.879999999999995,"(-13.003897338893855, -0.14165640062774448, False)","(-12.395283225908836, -0.13513971584140477, False)","(-11.669743368815492, -0.12757401327456627, False)","(-11.180381300784566, -0.12229290515507973, False)","(-10.718576480612205, -0.11731075410301105, False)","(-10.277338572748171, -0.11255127365532633, False)","(-9.851554242146033, -0.10795858124220224, False)","(-9.399095315861217, -0.1031140625466696, False)","(-8.953411908977914, -0.09833868102854318, False)","(-8.512116089692487, -0.09360588433900627, False)","(-8.073280417812368, -0.08889403817161352, False)","(-7.635315441721608, -0.08418509102867217, False)","(-7.040370250549714, -0.07762768842521821, False)","(-6.683917837253081, -0.07373914360669098, False)","(-5.199798911943738, -0.05739998897673671, False)","(-3.716537016280095, -0.0410520713738235, False)","(-2.233528221186997, -0.024687275267153155, False)","(-0.7119413448203133, -0.007877882429913219, False)","(0.8123188469784907, 0.008999121879278133, False)","(2.339783125009043, 0.025952762321494974, False)","(3.870953467536854, 0.04299200942146817, False)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)","(5.406310967470392, 0.060125887252833736, True)"
F,17.5,0.06770102611103114,0.20135712389208274,Bremen,7.0,6.534333400059955,152594.140301625,True,2038,31.88,"(-9.288498099209908, -0.14165640062774465, False)","(-8.853773732792037, -0.13513971584140497, False)","(-8.335530977725362, -0.12757401327456644, False)","(-7.98598664341756, -0.1222929051550799, False)","(-7.656126057580162, -0.11731075410301127, False)","(-7.340956123391564, -0.11255127365532654, False)","(-7.03682445867575, -0.1079585812422024, False)","(-6.713639511329451, -0.10311406254666974, False)","(-6.395294220698521, -0.09833868102854329, False)","(-6.08008292120893, -0.09360588433900638, False)","(-5.766628869865989, -0.08889403817161366, False)","(-5.453796744086873, -0.08418509102867228, False)","(-5.02883589324979, -0.07762768842521811, False)","(-4.774227026609337, -0.07373914360669089, False)","(-3.714142079959803, -0.05739998897673656, False)","(-2.65466929734292, -0.04105207137382343, False)","(-1.5953773008478525, -0.024687275267153117, False)","(-0.5085295320145046, -0.00787788242991314, False)","(0.5802277478417897, 0.008999121879278298, False)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)","(1.6712736607207523, 0.0259527623214951, True)"
T,21.0,0.11320864942149482,0.7293353025401977,Hamburg,7.0,6.815052674465076,183112.96836194998,True,2044,55.879999999999995,"(-11.146197719051878, -0.1416564006277446, False)","(-10.624528479350435, -0.1351397158414049, False)","(-10.002637173270424, -0.12757401327456633, False)","(-9.58318397210106, -0.12229290515507979, False)","(-9.187351269096187, -0.11731075410301121, False)","(-8.809147348069866, -0.11255127365532641, False)","(-8.444189350410888, -0.10795858124220227, False)","(-8.05636741359533, -0.1031140625466696, False)","(-7.67435306483821, -0.09833868102854314, False)","(-7.296099505450708, -0.09360588433900631, False)","(-6.919954643839176, -0.08889403817161354, False)","(-6.544556092904242, -0.08418509102867221, False)","(-6.034603071899749, -0.07762768842521812, False)","(-5.729072431931207, -0.07373914360669091, False)","(-4.456970495951765, -0.05739998897673658, False)","(-3.1856031568115024, -0.04105207137382341, False)","(-1.9144527610174193, -0.024687275267153065, False)","(-0.6102354384174044, -0.007877882429913129, False)","(0.6962732974101418, 0.00899912187927822, False)","(2.0055283928649024, 0.02595276232149508, False)","(3.3179601150315934, 0.042992009421468226, False)","(4.6339808292603415, 0.060125887252833805, False)","(5.1810289772452585, 0.06665063310140888, False)","(6.433763376638596, 0.08281312730588246, False)","(7.687684587556072, 0.09901202510842727, False)","(8.9430012698358, 0.11525162147229553, True)","(8.9430012698358, 0.11525162147229553, True)","(8.9430012698358, 0.11525162147229553, True)","(8.9430012698358, 0.11525162147229553, True)","(8.9430012698358, 0.11525162147229553, True)","(8.9430012698358, 0.11525162147229553, True)","(8.9430012698358, 0.11525162147229553, True)"
L,21.0,0.042799827433268725,1.0,Mecklenburg-Vorpommern,7.1,7.403492656979872,183112.96836194998,True,2021,6.88,"(1.043619501712004, 0.015694723510728002, False)","(1.565288741413447, 0.02356332427573204, False)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)","(2.941824786376701, 0.044939372603482984, True)"
F,42.0,0.07070227306456933,0.30988553736770486,Nordrhein-Westfalen,6.6,6.340602783482316,366225.93672389997,True,2038,31.88,"(-22.292395438103757, -0.1416564006277446, False)","(-21.24905695870087, -0.1351397158414049, False)","(-20.005274346540848, -0.12757401327456633, False)","(-19.16636794420212, -0.12229290515507979, False)","(-18.374702538192373, -0.11731075410301121, False)","(-17.61829469613973, -0.11255127365532641, False)","(-16.888378700821775, -0.10795858124220227, False)","(-16.11273482719066, -0.1031140625466696, False)","(-15.34870612967642, -0.09833868102854314, False)","(-14.592199010901416, -0.09360588433900631, False)","(-13.839909287678353, -0.08889403817161354, False)","(-13.089112185808483, -0.08418509102867221, False)","(-12.069206143799498, -0.07762768842521812, False)","(-11.458144863862413, -0.07373914360669091, False)","(-8.91394099190353, -0.05739998897673658, False)","(-6.371206313623005, -0.04105207137382341, False)","(-3.8289055220348387, -0.024687275267153065, False)","(-1.2204708768348087, -0.007877882429913129, False)","(1.3925465948202835, 0.00899912187927822, False)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)","(4.011056785729805, 0.02595276232149508, True)"
T,52.5,0.10333551385506373,0.8562596585242597,Niedersachsen,7.0,6.7399055500111595,457782.420904875,True,2044,55.879999999999995,"(-27.865494297629716, -0.1416564006277446, False)","(-26.5613211983761, -0.13513971584140488, False)","(-25.00659293317609, -0.12757401327456647, False)","(-23.957959930252677, -0.12229290515507993, False)","(-22.968378172740483, -0.11731075410301127, False)","(-22.022868370174688, -0.11255127365532651, False)","(-21.110473376027244, -0.10795858124220238, False)","(-20.140918533988344, -0.1031140625466697, False)","(-19.18588266209556, -0.09833868102854329, False)","(-18.240248763626784, -0.09360588433900638, False)","(-17.29988660959796, -0.08889403817161362, False)","(-16.361390232260618, -0.08418509102867228, False)","(-15.08650767974935, -0.077627688425218, False)","(-14.322681079827987, -0.07373914360669076, False)","(-11.142426239879395, -0.05739998897673649, False)","(-7.964007892028735, -0.04105207137382331, False)","(-4.786131902543536, -0.02468727526715301, False)","(-1.5255885960434903, -0.007877882429913021, False)","(1.7406832435253774, 0.008999121879278342, False)","(5.013820982162281, 0.025952762321495213, False)","(8.294900287579006, 0.042992009421468344, False)","(11.584952073150882, 0.060125887252833965, False)","(12.95257244311312, 0.06665063310140873, False)","(16.08440844159646, 0.08281312730588228, False)","(19.21921146889015, 0.09901202510842708, False)","(22.357503174589468, 0.11525162147229533, True)","(22.357503174589468, 0.11525162147229533, True)","(22.357503174589468, 0.11525162147229533, True)","(22.357503174589468, 0.11525162147229533, True)","(22.357503174589468, 0.11525162147229533, True)","(22.357503174589468, 0.11525162147229533, True)","(22.357503174589468, 0.11525162147229533, True)"
L,17.5,0.04278409815216361,1.0,Thüringen,6.4,6.260325812675087,152594.140301625,True,2039,35.879999999999995,"(-9.288498099209908, -0.14165640062774465, False)","(-8.853773732792037, -0.13513971584140497, False)","(-8.335530977725362, -0.12757401327456644, False)","(-7.98598664341756, -0.1222929051550799, False)","(-7.656126057580162, -0.11731075410301127, False)","(-7.340956123391564, -0.11255127365532654, False)","(-7.03682445867575, -0.1079585812422024, False)","(-6.713639511329451, -0.10311406254666974, False)","(-6.395294220698521, -0.09833868102854329, False)","(-6.08008292120893, -0.09360588433900638, False)","(-5.766628869865989, -0.08889403817161366, False)","(-5.453796744086873, -0.08418509102867228, False)","(-5.02883589324979, -0.07762768842521811, False)","(-4.774227026609337, -0.07373914360669089, False)","(-3.714142079959803, -0.05739998897673656, False)","(-2.65466929734292, -0.04105207137382343, False)","(-1.5953773008478525, -0.024687275267153117, False)","(-0.5085295320145046, -0.00787788242991314, False)","(0.5802277478417897, 0.008999121879278298, False)","(1.6712736607207523, 0.0259527623214951, False)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)","(2.7649667625263294, 0.04299200942146826, True)"
F,17.5,0.06297765576633932,0.5753755198939674,Rheinlandpfalz,6.4,6.760721340125812,152594.140301625,True,2041,43.879999999999995,"(-9.288498099209908, -0.14165640062774465, False)","(-8.853773732792037, -0.13513971584140497, False)","(-8.335530977725362, -0.12757401327456644, False)","(-7.98598664341756, -0.1222929051550799, False)","(-7.656126057580162, -0.11731075410301127, False)","(-7.340956123391564, -0.11255127365532654, False)","(-7.03682445867575, -0.1079585812422024, False)","(-6.713639511329451, -0.10311406254666974, False)","(-6.395294220698521, -0.09833868102854329, False)","(-6.08008292120893, -0.09360588433900638, False)","(-5.766628869865989, -0.08889403817161366, False)","(-5.453796744086873, -0.08418509102867228, False)","(-5.02883589324979, -0.07762768842521811, False)","(-4.774227026609337, -0.07373914360669089, False)","(-3.714142079959803, -0.05739998897673656, False)","(-2.65466929734292, -0.04105207137382343, False)","(-1.5953773008478525, -0.024687275267153117, False)","(-0.5085295320145046, -0.00787788242991314, False)","(0.5802277478417897, 0.008999121879278298, False)","(1.6712736607207523, 0.0259527623214951, False)","(2.7649667625263294, 0.04299200942146826, False)","(3.861650691050292, 0.06012588725283394, False)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)","(4.317524147704384, 0.06665063310140891, True)"
T,42.0,0.11638404661686824,0.9137072957548725,Niedersachsen,7.0,6.931537520368887,366225.93672389997,True,2031,7.88,"(2.087239003424008, 0.015694723510728002, False)","(3.130577482826894, 0.02356332427573204, False)","(5.883649572753402, 0.044939372603482984, False)","(6.722555975092131, 0.051381476527101434, False)","(7.514221381101877, 0.05747287127835186, False)","(8.27062922315452, 0.06330525853006613, False)","(9.000545218472473, 0.06894594899925623, False)","(9.776189092103587, 0.07498667510678352, False)","(10.540217789617829, 0.08095957234198757, False)","(11.296724908392838, 0.086897323849681, False)","(12.049014631615899, 0.09282679825322084, False)","(12.79981173348577, 0.09877065166856289, False)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)","(16.94288822105261, 0.1339745981816146, True)"
L,31.5,0.0417828831976536,1.0,Bayern,5.8,5.574793717053345,274669.452542925,False,2051,56.879999999999995,"(-45.99938399498061, -0.31226839284494534, False)","(-45.21688013542845, -0.30716245554668004, False)","(-45.28307004263982, -0.30619648866626553, False)","(-44.65389024088579, -0.30207686419553764, False)","(-44.06014118637847, -0.29820000952415016, False)","(-43.49283530483899, -0.29450547748414563, False)","(-42.94539830835053, -0.2909490791259435, False)","(-42.36366540312719, -0.287259842417656, False)","(-41.790643879991514, -0.2836357046899771, False)","(-41.22326354091025, -0.2800561261399686, False)","(-40.65904624849296, -0.2765045264555835, False)","(-40.09594842209055, -0.2729672243322925, False)","(-41.46656672334267, -0.278259306976424, False)","(-41.008270763389866, -0.2753058399894692, False)","(-39.1001178594207, -0.26261775883426347, False)","(-37.19306685071031, -0.24993108560203087, False)","(-35.286341257019195, -0.23723999168293608, False)","(-33.33001527311916, -0.22428225680035802, False)","(-31.370252169377842, -0.21128798944579563, False)","(-29.406369526195697, -0.19825121999897677, False)","(-27.43772194294566, -0.18516610101166373, False)","(-25.46369087160253, -0.17202682913330303, False)","(-26.261496006570326, -0.174339492624958, False)","(-24.382394407480316, -0.16193583122938907, False)","(-22.501512591104092, -0.14951274240088328, False)","(-20.618537567684513, -0.13706745149551622, False)","(-20.18501792452223, -0.13425368430404336, False)","(-19.74880601720633, -0.13142248099243983, False)","(-19.30961000814389, -0.12857181793007594, False)","(-18.867139979578667, -0.12569967025693438, False)","(-18.421105893247173, -0.12280399693261308, False)","(-17.971215772356842, -0.11988272709680495, False)"
F,21.0,0.06841507974548909,0.3468805900767428,Brandenburg,6.7,6.764418841268674,183112.96836194998,True,2039,35.879999999999995,"(-11.146197719051878, -0.1416564006277446, False)","(-10.624528479350435, -0.1351397158414049, False)","(-10.002637173270424, -0.12757401327456633, False)","(-9.58318397210106, -0.12229290515507979, False)","(-9.187351269096187, -0.11731075410301121, False)","(-8.809147348069866, -0.11255127365532641, False)","(-8.444189350410888, -0.10795858124220227, False)","(-8.05636741359533, -0.1031140625466696, False)","(-7.67435306483821, -0.09833868102854314, False)","(-7.296099505450708, -0.09360588433900631, False)","(-6.919954643839176, -0.08889403817161354, False)","(-6.544556092904242, -0.08418509102867221, False)","(-6.034603071899749, -0.07762768842521812, False)","(-5.729072431931207, -0.07373914360669091, False)","(-4.456970495951765, -0.05739998897673658, False)","(-3.1856031568115024, -0.04105207137382341, False)","(-1.9144527610174193, -0.024687275267153065, False)","(-0.6102354384174044, -0.007877882429913129, False)","(0.6962732974101418, 0.00899912187927822, False)","(2.0055283928649024, 0.02595276232149508, False)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)","(3.3179601150315934, 0.042992009421468226, True)"
L,21.0,0.04569203874822213,1.0,Sachsen,6.2,6.1977123100205285,183112.96836194998,True,2043,34.879999999999995,"(-11.146197719051878, -0.1416564006277446, False)","(-10.624528479350435, -0.1351397158414049, False)","(-10.002637173270424, -0.12757401327456633, False)","(-9.58318397210106, -0.12229290515507979, False)","(-9.187351269096187, -0.11731075410301121, False)","(-8.809147348069866, -0.11255127365532641, False)","(-8.444189350410888, -0.10795858124220227, False)","(-8.05636741359533, -0.1031140625466696, False)","(-7.67435306483821, -0.09833868102854314, False)","(-7.296099505450708, -0.09360588433900631, False)","(-6.919954643839176, -0.08889403817161354, False)","(-6.544556092904242, -0.08418509102867221, False)","(-5.308677287681714, -0.0682895530208344, False)","(-4.761171386307158, -0.06128124661754789, False)","(-4.214995234545754, -0.05428366201204978, False)","(-3.6695536796235277, -0.04728862075738305, False)","(-3.1243290680474796, -0.040288887403555074, False)","(-2.5460375296655, -0.032868271912998785, False)","(-1.9654545780559853, -0.025402906246586057, False)","(-1.3821252668192614, -0.017885545114149654, False)","(-0.7956193288706064, -0.010309127444825128, False)","(0.5204013853581436, 0.00675220640203999, False)","(1.067449533343058, 0.013732057379641708, False)","(2.3201839327363993, 0.029864587201394625, False)","(3.5741051436538678, 0.04603198585910178, True)","(3.5741051436538678, 0.04603198585910178, True)","(3.5741051436538678, 0.04603198585910178, True)","(3.5741051436538678, 0.04603198585910178, True)","(3.5741051436538678, 0.04603198585910178, True)","(3.5741051436538678, 0.04603198585910178, True)","(3.5741051436538678, 0.04603198585910178, True)","(3.5741051436538678, 0.04603198585910178, True)"
F,28.0,0.06721209603949896,0.35184608932949113,Baden-Württemberg,6.1,5.719053510074265,244150.62448259996,False,2051,51.879999999999995,"(-40.88834132887166, -0.31226839284494545, False)","(-40.19278234260307, -0.3071624555466801, False)","(-40.25161781567986, -0.30619648866626564, False)","(-39.692346880787376, -0.3020768641955377, False)","(-39.164569943447546, -0.2982000095241502, False)","(-38.66029804874578, -0.2945054774841457, False)","(-38.173687385200495, -0.29094907912594353, False)","(-37.656591469446404, -0.28725984241765606, False)","(-37.14723900443692, -0.2836357046899773, False)","(-36.64290092525357, -0.2800561261399687, False)","(-36.14137444310488, -0.27650452645558365, False)","(-35.64084304185828, -0.2729672243322926, False)","(-35.89126937512498, -0.2709523743704342, False)","(-35.161261506625564, -0.26555894727374013, False)","(-34.43302663761037, -0.26017990170021627, False)","(-33.70577123104739, -0.2548091834487172, False)","(-32.97880508227933, -0.24944149946720198, False)","(-32.207749697770026, -0.24382167456777787, False)","(-31.433639095624006, -0.23817928417730774, False)","(-30.65586668064171, -0.23250943421179066, False)","(-29.873858763376834, -0.22680742978594978, False)","(-28.1191644777385, -0.2137124216711629, False)","(-28.82832459770989, -0.21530208780287216, False)","(-27.15801206518544, -0.20291637822431832, False)","(-25.486117117295475, -0.1905121557459802, False)","(-24.780262586546552, -0.18532538292785902, False)","(-24.072278110749842, -0.18012201142450893, False)","(-23.361900511261027, -0.17489987944664337, False)","(-22.648870376886393, -0.1696568310721774, False)","(-20.965028957329704, -0.1571361310421337, False)","(-19.27801948642519, -0.14458117183881306, False)","(-17.58758242924617, -0.13198902582810837, False)"
T,17.5,0.11081917669762634,0.9286840247373827,Bremen,7.0,6.864918182924104,152594.140301625,True,2050,50.879999999999995,"(-9.288498099209908, -0.14165640062774465, False)","(-8.853773732792037, -0.13513971584140497, False)","(-8.335530977725362, -0.12757401327456644, False)","(-7.98598664341756, -0.1222929051550799, False)","(-7.656126057580162, -0.11731075410301127, False)","(-7.340956123391564, -0.11255127365532654, False)","(-7.03682445867575, -0.1079585812422024, False)","(-6.713639511329451, -0.10311406254666974, False)","(-6.395294220698521, -0.09833868102854329, False)","(-6.08008292120893, -0.09360588433900638, False)","(-5.766628869865989, -0.08889403817161366, False)","(-5.453796744086873, -0.08418509102867228, False)","(-4.423897739734762, -0.06828955302083442, False)","(-3.967642821922629, -0.061281246617547865, False)","(-3.512496028788126, -0.054283662012049747, False)","(-3.057961399686272, -0.047288620757383035, False)","(-2.6036075567062356, -0.040288887403555115, False)","(-2.121697941387913, -0.032868271912998716, False)","(-1.6378788150466554, -0.025402906246586077, False)","(-1.1517710556827203, -0.0178855451141497, False)","(-0.6630161073921703, -0.010309127444825105, False)","(0.43366782113178975, 0.006752206402040045, False)","(0.8895412777858849, 0.013732057379641758, False)","(1.933486610613664, 0.02986458720139459, False)","(2.978420953044894, 0.04603198585910185, False)","(3.419580034762973, 0.05288320534047614, False)","(3.862070332135913, 0.05976546354444532, False)","(4.306056331816423, 0.0666821192993725, False)","(4.7517001658005675, 0.07363655977601649, False)","(5.804101053023501, 0.09001402590455788, False)","(6.858481972338819, 0.10645125617994729, False)","(7.915005133075714, 0.12295303021644234, True)"
